Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint,dCt,dct Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1_P1+2_Total_20210723,O1,Naïve_P2.1-2,Naïve_P2.1-2,,37.5250488,31.55047286,5.974575938,5.901776432,5.607108589,0.236469415,0.367467349,0.294667843,0.815260011
Rd2.1_P1+2_Total_20210723,O2,Naïve_P2.1-2,Naïve_P2.1-2,,37.5250488,31.68514513,5.839903664,,,,0.232795075,,
Rd2.1_P1+2_Total_20210723,O3,Naïve_P2.1-2,Naïve_P2.1-2,,37.53451072,31.64366103,5.890849694,,,,0.283741106,,
Rd2.1_P1+2_Total_20210723,O4,Naïve_P2.1-2,Naïve_P2.1-2,,28.77783187,23.21641742,5.561414457,5.562361242,,,-0.045694131,-0.044747347,1.031502521
Rd2.1_P1+2_Total_20210723,O5,Naïve_P2.1-2,Naïve_P2.1-2,,28.80441492,23.23741754,5.566997385,,,,-0.040111204,,
Rd2.1_P1+2_Total_20210723,O6,Naïve_P2.1-2,Naïve_P2.1-2,,28.83830292,23.27963104,5.558671884,,,,-0.048436704,,
Rd2.1_P1+2_Total_20210723,P1,Naïve_P2.1-2,Naïve_P2.1-2,,28.89892656,23.37307032,5.525856234,5.327727223,,,-0.081252354,-0.279381366,1.213674343
Rd2.1_P1+2_Total_20210723,P2,Naïve_P2.1-2,Naïve_P2.1-2,,28.88563687,23.61589552,5.269741345,,,,-0.337367243,,
Rd2.1_P1+2_Total_20210723,P3,Naïve_P2.1-2,Naïve_P2.1-2,,28.98480278,23.79721869,5.18758409,,,,-0.419524499,,
Rd2.1_P1+2_Total_20210723,P4,Naïve_P2.1-2,Naïve_P2.1-2,,28.9360403,23.19878001,5.737260292,5.636569457,,,0.130151703,0.029460869,0.979786373
Rd2.1_P1+2_Total_20210723,P5,Naïve_P2.1-2,Naïve_P2.1-2,,28.86586339,23.18703066,5.678832733,,,,0.071724144,,
Rd2.1_P1+2_Total_20210723,P6,Naïve_P2.1-2,Naïve_P2.1-2,,28.79173689,23.29812154,5.493615347,,,,-0.113493241,,
Rd2.1_P1+2_Total_20210723,M10,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,31.31164027,24.28817338,7.023466885,,,,1.416358296,1.41221617,0.375734066
Rd2.1_P1+2_Total_20210723,M11,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,31.43743058,24.30645705,7.130973531,,,,1.523864943,,
Rd2.1_P1+2_Total_20210723,M12,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,31.19013932,24.28660546,6.903533859,,,,1.29642527,,
Rd2.1_P1+2_Total_20210723,M22,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,33.00918474,24.60344731,8.405737427,,,,2.798628838,2.746145834,0.149048542
Rd2.1_P1+2_Total_20210723,M23,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,32.94855723,24.62205861,8.326498619,,,,2.71939003,,
Rd2.1_P1+2_Total_20210723,M24,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,33.02609761,24.69857038,8.327527224,,,,2.720418635,,
Rd2.1_P1+2_Total_20210723,O7,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,31.60730149,23.62125914,7.986042346,,,,2.378933758,2.247534656,0.210583652
Rd2.1_P1+2_Total_20210723,O8,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,31.38882949,23.6706059,7.718223589,,,,2.111115,,
Rd2.1_P1+2_Total_20210723,O9,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,31.58561069,23.7259469,7.859663798,,,,2.252555209,,
Rd2.1_P1+2_Total_20210723,P7,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,34.51184076,25.14490454,9.366936222,,,,3.759827633,3.053637033,0.120438034
Rd2.1_P1+2_Total_20210723,P8,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,33.16755498,24.91144438,8.256110602,,,,2.649002013,,
Rd2.1_P1+2_Total_20210723,P9,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,33.27364804,24.914458,8.359190041,,,,2.752081452,,
Rd2.1_P1+2_Total_20210723,O10,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,29.5078876,22.78925332,6.718634274,,,,1.111525685,1.075030248,0.474661108
Rd2.1_P1+2_Total_20210723,O11,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,29.40141073,22.82451665,6.576894083,,,,0.969785495,,
Rd2.1_P1+2_Total_20210723,O12,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,29.67844433,22.92755618,6.750888154,,,,1.143779565,,
Rd2.1_P1+2_Total_20210723,P10,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,32.07635454,24.76818934,7.3081652,,,,1.701056611,1.621270076,0.325049181
Rd2.1_P1+2_Total_20210723,P11,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,32.38685069,25.14070524,7.246145446,,,,1.639036858,,
Rd2.1_P1+2_Total_20210723,P12,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.88530096,24.75447561,7.130825347,,,,1.523716758,,
Rd2.1_P1+2_Total_20210723,O13,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,29.54695223,23.02146115,6.525491079,,,,0.91838249,0.899005908,0.536256112
Rd2.1_P1+2_Total_20210723,O14,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,29.63948965,23.13294597,6.506543684,,,,0.899435095,,
Rd2.1_P1+2_Total_20210723,O15,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,29.61657474,23.13026601,6.486308727,,,,0.879200138,,
Rd2.1_P1+2_Total_20210723,P13,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,34.01496516,27.15503171,6.859933452,,,,1.252824863,1.294733083,0.407611573
Rd2.1_P1+2_Total_20210723,P14,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,33.86578617,27.08106763,6.784718531,,,,1.177609942,,
Rd2.1_P1+2_Total_20210723,P15,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,33.92127388,26.86040085,7.060873033,,,,1.453764444,,
Rd2.1_P1+2_Total_20210723,O16,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,28.6305831,22.72467182,5.905911283,,,,0.298802694,0.334030667,0.793316979
Rd2.1_P1+2_Total_20210723,O17,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,28.73717147,22.75785975,5.979311718,,,,0.372203129,,
Rd2.1_P1+2_Total_20210723,O18,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,28.76342284,22.82522807,5.938194768,,,,0.331086179,,
Rd2.1_P1+2_Total_20210723,P16,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,30.15937346,23.24779058,6.911582887,,,,1.304474299,1.342648973,0.394296013
Rd2.1_P1+2_Total_20210723,P17,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,30.2837793,23.29380813,6.989971166,,,,1.382862578,,
Rd2.1_P1+2_Total_20210723,P18,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,30.31031333,23.3625947,6.947718632,,,,1.340610043,,
Rd2.1_P1+2_Total_20210723,N10,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,32.07184579,23.93955887,8.132286918,,,,2.525178329,2.602791851,0.164619615
Rd2.1_P1+2_Total_20210723,N11,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,32.12077898,23.96921962,8.151559359,,,,2.54445077,,
Rd2.1_P1+2_Total_20210723,N12,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,32.36695472,24.02109968,8.345855043,,,,2.738746454,,
Rd2.1_P1+2_Total_20210723,N22,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,32.43290536,24.04578484,8.387120519,,,,2.78001193,2.839708322,0.139689131
Rd2.1_P1+2_Total_20210723,N23,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,32.55527977,24.0691477,8.486132072,,,,2.879023483,,
Rd2.1_P1+2_Total_20210723,N24,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,32.5926707,24.12547256,8.46719814,,,,2.860089551,,
Rd2.1_P1+2_Total_20210723,M4,KQ105_10_P2.1-2,KQ105_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,31.87717974,24.30463217,7.572547568,,,,1.965438979,2.155862175,0.224398949
Rd2.1_P1+2_Total_20210723,M5,KQ105_10_P2.1-2,KQ105_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,32.17443722,24.37417806,7.800259161,,,,2.193150573,,
Rd2.1_P1+2_Total_20210723,M6,KQ105_10_P2.1-2,KQ105_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,32.26414679,24.34804123,7.916105561,,,,2.308996972,,
Rd2.1_P1+2_Total_20210723,M16,KQ105_10_P2.1-2,KQ105_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,33.49362855,25.16839684,8.325231704,,,,2.718123115,2.640253289,0.160400074
Rd2.1_P1+2_Total_20210723,M17,KQ105_10_P2.1-2,KQ105_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,33.21751994,25.14187663,8.075643314,,,,2.468534725,,
