Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint,dCt,dct Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1_P1+2_Total_20210723,G1,Naïve_P2.1-1,Naïve_P2.1-1,,29.58988788,24.14957672,5.440311167,5.362981109,5.438207369,0.161066078,0.002103799,-0.07522626,1.053526249
Rd2.1_P1+2_Total_20210723,G2,Naïve_P2.1-1,Naïve_P2.1-1,,29.61570053,24.23910124,5.376599285,,,,-0.061608083,,
Rd2.1_P1+2_Total_20210723,G3,Naïve_P2.1-1,Naïve_P2.1-1,,29.69010874,24.41807586,5.272032873,,,,-0.166174495,,
Rd2.1_P1+2_Total_20210723,G4,Naïve_P2.1-1,Naïve_P2.1-1,,28.96836499,23.76583768,5.20252731,5.257236169,,,-0.235680059,-0.1809712,1.133646782
Rd2.1_P1+2_Total_20210723,G5,Naïve_P2.1-1,Naïve_P2.1-1,,29.05751784,23.825438,5.232079843,,,,-0.206127526,,
Rd2.1_P1+2_Total_20210723,G6,Naïve_P2.1-1,Naïve_P2.1-1,,29.14454541,23.80744406,5.337101352,,,,-0.101106016,,
Rd2.1_P1+2_Total_20210723,H1,Naïve_P2.1-1,Naïve_P2.1-1,,29.20548702,23.74461794,5.460869082,5.508866086,,,0.022661713,0.070658718,0.952203134
Rd2.1_P1+2_Total_20210723,H2,Naïve_P2.1-1,Naïve_P2.1-1,,29.31056427,23.77420146,5.536362804,,,,0.098155435,,
Rd2.1_P1+2_Total_20210723,H3,Naïve_P2.1-1,Naïve_P2.1-1,,29.32207432,23.79270795,5.529366373,,,,0.091159004,,
Rd2.1_P1+2_Total_20210723,H4,Naïve_P2.1-1,Naïve_P2.1-1,,29.07870212,23.41954287,5.659159248,5.623746111,,,0.22095188,0.185538742,0.879320652
Rd2.1_P1+2_Total_20210723,H5,Naïve_P2.1-1,Naïve_P2.1-1,,29.16770771,23.49462591,5.6730818,,,,0.234874431,,
Rd2.1_P1+2_Total_20210723,H6,Naïve_P2.1-1,Naïve_P2.1-1,,29.09648699,23.5574897,5.538997285,,,,0.100789917,,
Rd2.1_P1+2_Total_20210723,E10,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,30.53799801,23.67717449,6.860823519,,,,1.42261615,1.327360101,0.39849676
Rd2.1_P1+2_Total_20210723,E11,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,30.50759075,23.76343771,6.744153048,,,,1.305945679,,
Rd2.1_P1+2_Total_20210723,E12,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,30.42182472,23.73009887,6.691725843,,,,1.253518474,,
Rd2.1_P1+2_Total_20210723,E22,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.46468069,23.65497526,7.809705433,,,,2.371498065,2.14103947,0.226716379
Rd2.1_P1+2_Total_20210723,E23,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.27006237,23.71098433,7.559078048,,,,2.120870679,,
Rd2.1_P1+2_Total_20210723,E24,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.12445047,23.75549343,7.368957036,,,,1.930749667,,
Rd2.1_P1+2_Total_20210723,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,38.26011689,27.1368753,11.12324159,,,,5.685034225,5.848473268,0.01735538
