Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint,dCt,dct Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1_P1+2_MT_20210723,G1,Naïve_P2.1-1,Naïve_P2.1-1,,30.37564315,24.33661577,6.039027381,5.920407069,6.121380069,0.173708596,-0.082352688,-0.200973001,1.149473336
Rd2.1_P1+2_MT_20210723,G2,Naïve_P2.1-1,Naïve_P2.1-1,,30.44836238,24.45525288,5.993109502,,,,-0.128270568,,
Rd2.1_P1+2_MT_20210723,G3,Naïve_P2.1-1,Naïve_P2.1-1,,30.31018696,24.58110263,5.729084324,,,,-0.392295745,,
Rd2.1_P1+2_MT_20210723,G4,Naïve_P2.1-1,Naïve_P2.1-1,,29.84395929,23.79791974,6.046039547,6.032878865,,,-0.075340522,-0.088501204,1.063264997
Rd2.1_P1+2_MT_20210723,G5,Naïve_P2.1-1,Naïve_P2.1-1,,29.91258395,23.84796744,6.064616503,,,,-0.056763566,,
Rd2.1_P1+2_MT_20210723,G6,Naïve_P2.1-1,Naïve_P2.1-1,,29.86832266,23.88034211,5.987980545,,,,-0.133399524,,
Rd2.1_P1+2_MT_20210723,H1,Naïve_P2.1-1,Naïve_P2.1-1,,30.00859562,23.71059849,6.297997122,6.251908702,,,0.176617052,0.130528633,0.913496665
Rd2.1_P1+2_MT_20210723,H2,Naïve_P2.1-1,Naïve_P2.1-1,,30.04238108,23.76821307,6.274168012,,,,0.152787943,,
Rd2.1_P1+2_MT_20210723,H3,Naïve_P2.1-1,Naïve_P2.1-1,,29.97534994,23.79178897,6.183560972,,,,0.062180902,,
Rd2.1_P1+2_MT_20210723,H4,Naïve_P2.1-1,Naïve_P2.1-1,,29.7897003,23.52873068,6.260969611,6.280325641,,,0.139589542,0.158945572,0.89567946
Rd2.1_P1+2_MT_20210723,H5,Naïve_P2.1-1,Naïve_P2.1-1,,29.83794001,23.6189984,6.218941606,,,,0.097561537,,
Rd2.1_P1+2_MT_20210723,H6,Naïve_P2.1-1,Naïve_P2.1-1,,30.01638406,23.65531835,6.361065707,,,,0.239685638,,
Rd2.1_P1+2_MT_20210723,E10,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,30.67017503,23.6318019,7.038373128,,,,0.916993058,0.831770071,0.561839487
Rd2.1_P1+2_MT_20210723,E11,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,30.67810188,23.7766625,6.901439382,,,,0.780059313,,
Rd2.1_P1+2_MT_20210723,E12,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,30.7261249,23.80648699,6.919637911,,,,0.798257842,,
Rd2.1_P1+2_MT_20210723,E22,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,30.96944958,23.71294126,7.256508328,,,,1.135128258,1.052597034,0.482099543
Rd2.1_P1+2_MT_20210723,E23,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,30.89628741,23.7692545,7.127032909,,,,1.005652839,,
Rd2.1_P1+2_MT_20210723,E24,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.00231689,23.86392682,7.138390074,,,,1.017010004,,
Rd2.1_P1+2_MT_20210723,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,37.11352665,27.15995784,9.95356881,,,,3.832188741,4.128637155,0.057168444
Rd2.1_P1+2_MT_20210723,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,38.15046498,27.23987462,10.91059036,,,,4.789210287,,
Rd2.1_P1+2_MT_20210723,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,37.07158482,27.18569231,9.885892507,,,,3.764512438,,
Rd2.1_P1+2_MT_20210723,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,34.93514332,25.37989604,9.555247284,,,,3.433867215,3.667620439,0.078693024
Rd2.1_P1+2_MT_20210723,H8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,35.10108094,25.43731179,9.663769152,,,,3.542389083,,
Rd2.1_P1+2_MT_20210723,H9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,35.663995,25.51600991,10.14798509,,,,4.026605019,,
Rd2.1_P1+2_MT_20210723,G10,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,31.2470651,23.4839169,7.763148201,,,,1.641768132,1.682772559,0.311483455
Rd2.1_P1+2_MT_20210723,G11,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,31.29344143,23.54434112,7.749100312,,,,1.627720243,,
Rd2.1_P1+2_MT_20210723,G12,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,31.50774983,23.60754046,7.900209372,,,,1.778829303,,
Rd2.1_P1+2_MT_20210723,H10,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,31.06683188,22.98244141,8.08439047,,,,1.9630104,2.012387419,0.247862613
Rd2.1_P1+2_MT_20210723,H11,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,31.26765655,23.03964875,8.228007806,,,,2.106627737,,
