Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1
Rd2.3_P3+4_Total_20210726,G7,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,34.2662072948959,24.5046350377854
Rd2.3_P3+4_Total_20210726,G8,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,34.1329405956909,24.5696671947388
Rd2.3_P3+4_Total_20210726,G9,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,34.1946555729501,24.5824258521686
Rd2.3_P3+4_Total_20210726,H7,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,35.8694509869255,25.4149094266141
Rd2.3_P3+4_Total_20210726,H8,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,35.4839279953831,25.4370177603124
Rd2.3_P3+4_Total_20210726,H9,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,35.4197931108235,25.5553833992128
Rd2.3_P3+4_Total_20210726,O7,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,34.3213654841205,24.701446270077
Rd2.3_P3+4_Total_20210726,O8,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,34.5305378140713,24.710450968787
Rd2.3_P3+4_Total_20210726,O9,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,36.0283542070062,24.7860549724065
Rd2.3_P3+4_Total_20210726,P7,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,35.5828255680127,25.6298761022568
Rd2.3_P3+4_Total_20210726,P8,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,36.0507682519566,25.6896602070624
Rd2.3_P3+4_Total_20210726,P9,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,36.0653015617043,25.6995134430327
Rd2.3_P3+4_Total_20210726,G10,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,30.3740305220659,23.1942899641821
Rd2.3_P3+4_Total_20210726,G11,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,30.4886181305526,23.2445743224763
Rd2.3_P3+4_Total_20210726,G12,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,30.4295864540955,23.2507420740578
Rd2.3_P3+4_Total_20210726,H10,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,31.4021594615027,23.5308967888916
Rd2.3_P3+4_Total_20210726,H11,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,31.645231990671,23.601413838479
Rd2.3_P3+4_Total_20210726,H12,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,31.4113232106556,23.656569441551
Rd2.3_P3+4_Total_20210726,O10,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,30.7940768489242,23.2410065593241
Rd2.3_P3+4_Total_20210726,O11,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,30.8494242122617,23.2669007792324
Rd2.3_P3+4_Total_20210726,O12,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,30.6335018892267,23.2814064388656
Rd2.3_P3+4_Total_20210726,P10,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,33.3300783416306,25.7979157130216
Rd2.3_P3+4_Total_20210726,P11,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,33.5678498872555,24.8737150705871
Rd2.3_P3+4_Total_20210726,P12,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,33.6304124392401,24.875967039774
Rd2.3_P3+4_Total_20210726,G13,Ionis676630_10_P2.3-3,Ionis676630_10uM_P2.3-3,,29.5055342091132,23.5214909490013
Rd2.3_P3+4_Total_20210726,G14,Ionis676630_10_P2.3-3,Ionis676630_10uM_P2.3-3,,29.5827771242069,23.5669412429206
Rd2.3_P3+4_Total_20210726,G15,Ionis676630_10_P2.3-3,Ionis676630_10uM_P2.3-3,,29.5440822742926,23.5661664621418
Rd2.3_P3+4_Total_20210726,H13,Ionis676630_10_P2.3-3,Ionis676630_10uM_P2.3-3,,30.6502787353703,24.2845977741421
Rd2.3_P3+4_Total_20210726,H14,Ionis676630_10_P2.3-3,Ionis676630_10uM_P2.3-3,,30.8649107448185,24.3347799232249
Rd2.3_P3+4_Total_20210726,H15,Ionis676630_10_P2.3-3,Ionis676630_10uM_P2.3-3,,30.0208845285284,24.3968868934202
Rd2.3_P3+4_Total_20210726,O13,Ionis676630_10_P2.3-4,Ionis676630_10uM_P2.3-4,,30.9234703254063,23.938688372643
Rd2.3_P3+4_Total_20210726,O14,Ionis676630_10_P2.3-4,Ionis676630_10uM_P2.3-4,,30.9122159036964,24.0495449843755
Rd2.3_P3+4_Total_20210726,O15,Ionis676630_10_P2.3-4,Ionis676630_10uM_P2.3-4,,31.0246240889849,24.0557278085223
Rd2.3_P3+4_Total_20210726,P13,Ionis676630_10_P2.3-4,Ionis676630_10uM_P2.3-4,,31.3479957202993,23.939997429226
Rd2.3_P3+4_Total_20210726,P14,Ionis676630_10_P2.3-4,Ionis676630_10uM_P2.3-4,,31.0826300012025,24.082467657118
Rd2.3_P3+4_Total_20210726,P15,Ionis676630_10_P2.3-4,Ionis676630_10uM_P2.3-4,,30.0402364360258,24.0495329479132
Rd2.3_P3+4_Total_20210726,G16,Ionis676630_3_P2.3-3,Ionis676630_3uM_P2.3-3,,28.9107813032476,22.9291757336454
Rd2.3_P3+4_Total_20210726,G17,Ionis676630_3_P2.3-3,Ionis676630_3uM_P2.3-3,,28.922118984467,22.9698715035295
Rd2.3_P3+4_Total_20210726,G18,Ionis676630_3_P2.3-3,Ionis676630_3uM_P2.3-3,,29.0365323805023,23.0232126489674
Rd2.3_P3+4_Total_20210726,H16,Ionis676630_3_P2.3-3,Ionis676630_3uM_P2.3-3,,29.192228137518,22.9586920850765
Rd2.3_P3+4_Total_20210726,H17,Ionis676630_3_P2.3-3,Ionis676630_3uM_P2.3-3,,29.2165677856873,22.9871762561965
Rd2.3_P3+4_Total_20210726,H18,Ionis676630_3_P2.3-3,Ionis676630_3uM_P2.3-3,,29.4798025200532,23.0455339793018
Rd2.3_P3+4_Total_20210726,O16,Ionis676630_3_P2.3-4,Ionis676630_3uM_P2.3-4,,29.1694365958925,22.8875689718221
Rd2.3_P3+4_Total_20210726,O17,Ionis676630_3_P2.3-4,Ionis676630_3uM_P2.3-4,,29.2034058297546,22.9118255487876
Rd2.3_P3+4_Total_20210726,O18,Ionis676630_3_P2.3-4,Ionis676630_3uM_P2.3-4,,29.2655215814948,22.987678809658
Rd2.3_P3+4_Total_20210726,P16,Ionis676630_3_P2.3-4,Ionis676630_3uM_P2.3-4,,30.7114156416267,23.7475804968374
Rd2.3_P3+4_Total_20210726,P17,Ionis676630_3_P2.3-4,Ionis676630_3uM_P2.3-4,,30.8187379914079,23.802763477128
Rd2.3_P3+4_Total_20210726,P18,Ionis676630_3_P2.3-4,Ionis676630_3uM_P2.3-4,,30.7825664935844,23.8029255481501
Rd2.3_P3+4_Total_20210726,F4,KQ273_10_P2.3-3,KQ273_L20_5-10-5_10uM_P2.3-3,rs3827018,32.4117368744848,23.7570481854912
Rd2.3_P3+4_Total_20210726,F5,KQ273_10_P2.3-3,KQ273_L20_5-10-5_10uM_P2.3-3,rs3827018,32.5112102900882,23.8103615266902
Rd2.3_P3+4_Total_20210726,F6,KQ273_10_P2.3-3,KQ273_L20_5-10-5_10uM_P2.3-3,rs3827018,32.5382412699473,23.8421071028201
Rd2.3_P3+4_Total_20210726,F16,KQ273_10_P2.3-3,KQ273_L20_5-10-5_10uM_P2.3-3,rs3827018,33.8199179779453,23.835689891912
Rd2.3_P3+4_Total_20210726,F17,KQ273_10_P2.3-3,KQ273_L20_5-10-5_10uM_P2.3-3,rs3827018,33.4856748812553,23.9201257744766
Rd2.3_P3+4_Total_20210726,F18,KQ273_10_P2.3-3,KQ273_L20_5-10-5_10uM_P2.3-3,rs3827018,34.1770659196926,23.9512566656205
Rd2.3_P3+4_Total_20210726,F10,KQ273_3_P2.3-3,KQ273_L20_5-10-5_3uM_P2.3-3,rs3827018,30.0455121986565,22.7765017803247
Rd2.3_P3+4_Total_20210726,F11,KQ273_3_P2.3-3,KQ273_L20_5-10-5_3uM_P2.3-3,rs3827018,30.1889219294646,22.8568999523302
Rd2.3_P3+4_Total_20210726,F12,KQ273_3_P2.3-3,KQ273_L20_5-10-5_3uM_P2.3-3,rs3827018,30.1502830572671,22.8619447433768
Rd2.3_P3+4_Total_20210726,F22,KQ273_3_P2.3-3,KQ273_L20_5-10-5_3uM_P2.3-3,rs3827018,29.9357001779176,22.7132812242495
