Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1
Rd2.3_P7+8_Total_20210726,I1,BS189_10_P2.3-8,BS189_TMO_10uM_P2.3-8,rs112267440,28.6961723329171,22.927931994163
Rd2.3_P7+8_Total_20210726,I2,BS189_10_P2.3-8,BS189_TMO_10uM_P2.3-8,rs112267440,28.7759294979447,22.9786135307814
Rd2.3_P7+8_Total_20210726,I3,BS189_10_P2.3-8,BS189_TMO_10uM_P2.3-8,rs112267440,28.7881342004454,22.935375295092
Rd2.3_P7+8_Total_20210726,I13,BS189_10_P2.3-8,BS189_TMO_10uM_P2.3-8,rs112267440,28.5544920320244,22.8526705303901
Rd2.3_P7+8_Total_20210726,I14,BS189_10_P2.3-8,BS189_TMO_10uM_P2.3-8,rs112267440,28.6403358478008,22.9323825389748
Rd2.3_P7+8_Total_20210726,I15,BS189_10_P2.3-8,BS189_TMO_10uM_P2.3-8,rs112267440,28.6510030197785,22.9168040580059
Rd2.3_P7+8_Total_20210726,I7,BS189_3_P2.3-8,BS189_TMO_3uM_P2.3-8,rs112267440,28.3366002600091,22.7169654396478
Rd2.3_P7+8_Total_20210726,I8,BS189_3_P2.3-8,BS189_TMO_3uM_P2.3-8,rs112267440,28.256250458792,22.780978063669
Rd2.3_P7+8_Total_20210726,I9,BS189_3_P2.3-8,BS189_TMO_3uM_P2.3-8,rs112267440,28.4101279920137,22.7788499574123
Rd2.3_P7+8_Total_20210726,I19,BS189_3_P2.3-8,BS189_TMO_3uM_P2.3-8,rs112267440,28.3243011982167,22.6830577592709
Rd2.3_P7+8_Total_20210726,I20,BS189_3_P2.3-8,BS189_TMO_3uM_P2.3-8,rs112267440,28.3335412501982,22.7933910426161
Rd2.3_P7+8_Total_20210726,I21,BS189_3_P2.3-8,BS189_TMO_3uM_P2.3-8,rs112267440,28.4844295665865,22.8179367234454
Rd2.3_P7+8_Total_20210726,J1,BS190_10_P2.3-8,BS190_TMO_10uM_P2.3-8,rs112267440,28.8719881452598,22.8409586100098
Rd2.3_P7+8_Total_20210726,J2,BS190_10_P2.3-8,BS190_TMO_10uM_P2.3-8,rs112267440,29.1159598647634,22.9540271272756
Rd2.3_P7+8_Total_20210726,J3,BS190_10_P2.3-8,BS190_TMO_10uM_P2.3-8,rs112267440,29.1867703607666,23.0066150717589
Rd2.3_P7+8_Total_20210726,J13,BS190_10_P2.3-8,BS190_TMO_10uM_P2.3-8,rs112267440,28.3952297182912,22.6535628391829
Rd2.3_P7+8_Total_20210726,J14,BS190_10_P2.3-8,BS190_TMO_10uM_P2.3-8,rs112267440,28.5886008382879,22.7313971703267
Rd2.3_P7+8_Total_20210726,J15,BS190_10_P2.3-8,BS190_TMO_10uM_P2.3-8,rs112267440,28.5106804202657,22.7644111213342
Rd2.3_P7+8_Total_20210726,J7,BS190_3_P2.3-8,BS190_TMO_3uM_P2.3-8,rs112267440,28.4865940047644,22.675859136687
Rd2.3_P7+8_Total_20210726,J8,BS190_3_P2.3-8,BS190_TMO_3uM_P2.3-8,rs112267440,28.5261269717815,22.7442050163262
Rd2.3_P7+8_Total_20210726,J9,BS190_3_P2.3-8,BS190_TMO_3uM_P2.3-8,rs112267440,28.5774206355272,22.7673860886941
Rd2.3_P7+8_Total_20210726,J19,BS190_3_P2.3-8,BS190_TMO_3uM_P2.3-8,rs112267440,28.3184793830186,22.6333131501573
Rd2.3_P7+8_Total_20210726,J20,BS190_3_P2.3-8,BS190_TMO_3uM_P2.3-8,rs112267440,28.3813753826434,22.7498895254296
Rd2.3_P7+8_Total_20210726,J21,BS190_3_P2.3-8,BS190_TMO_3uM_P2.3-8,rs112267440,28.4173331784726,22.8000538552336
Rd2.3_P7+8_Total_20210726,K1,BS191_10_P2.3-8,BS191_TMO_10uM_P2.3-8,rs112267440,33.079411935803,26.4457746961766
