Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1
Rd2.3_P1+2_WT_20210723,G7,Ionis1375651_10_P2.3-1,Ionis1375651_10uM_P2.3-1,,34.7131635415467,25.0729877688058
Rd2.3_P1+2_WT_20210723,G8,Ionis1375651_10_P2.3-1,Ionis1375651_10uM_P2.3-1,,34.2560413218241,25.0812267528646
Rd2.3_P1+2_WT_20210723,G9,Ionis1375651_10_P2.3-1,Ionis1375651_10uM_P2.3-1,,34.7624539531717,25.1544242232148
Rd2.3_P1+2_WT_20210723,H7,Ionis1375651_10_P2.3-1,Ionis1375651_10uM_P2.3-1,,34.2899009525297,24.7872644024619
Rd2.3_P1+2_WT_20210723,H8,Ionis1375651_10_P2.3-1,Ionis1375651_10uM_P2.3-1,,34.3125820607872,24.8239375631014
Rd2.3_P1+2_WT_20210723,H9,Ionis1375651_10_P2.3-1,Ionis1375651_10uM_P2.3-1,,35.1014832695894,24.8480966941797
Rd2.3_P1+2_WT_20210723,O7,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,35.0039507834252,25.7077112989517
Rd2.3_P1+2_WT_20210723,O8,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,34.3512368874222,25.6642467417891
Rd2.3_P1+2_WT_20210723,O9,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,34.6512743636043,25.7447017182802
Rd2.3_P1+2_WT_20210723,P7,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,36.659366766822,26.776618535166
Rd2.3_P1+2_WT_20210723,P8,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,37.0897404932733,26.649450070562
Rd2.3_P1+2_WT_20210723,P9,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,36.7033572803928,26.7000414970457
Rd2.3_P1+2_WT_20210723,G10,Ionis1375651_3_P2.3-1,Ionis1375651_3uM_P2.3-1,,31.1171781183416,23.1391696184025
Rd2.3_P1+2_WT_20210723,G11,Ionis1375651_3_P2.3-1,Ionis1375651_3uM_P2.3-1,,31.1826962231595,23.2214701475971
Rd2.3_P1+2_WT_20210723,G12,Ionis1375651_3_P2.3-1,Ionis1375651_3uM_P2.3-1,,31.1198180657348,23.2451229612559
Rd2.3_P1+2_WT_20210723,H10,Ionis1375651_3_P2.3-1,Ionis1375651_3uM_P2.3-1,,31.4549247414424,23.2376623340005
Rd2.3_P1+2_WT_20210723,H11,Ionis1375651_3_P2.3-1,Ionis1375651_3uM_P2.3-1,,31.3027498758041,23.2771940442678
